country,state,N,P,K,temperature,humidity,ph,rainfall,soil_type,label
India,Tamil Nadu,88,77,72,20.94,81.55,6.79,84.2,Alluvial,Sugarcane
India,Uttar Pradesh,22,78,38,26.46,70.08,5.75,226.31,Red,Sugarcane
India,Gujarat,95,61,24,24.07,81.24,7.68,258.52,Desert,Sugarcane
India,Haryana,92,76,50,15.67,65.67,6.83,264.8,Alluvial,Sugarcane
India,Telangana,72,10,12,33.56,46.98,7.3,61.63,Loamy,Sugarcane
India,Gujarat,94,50,16,23.97,32.49,4.59,83.34,Clayey,Sugarcane
India,Telangana,108,55,32,29.27,34.51,8.16,55.44,Desert,Sugarcane
India,Andhra Pradesh,90,56,50,23.44,84.22,7.54,101.87,Loamy,Sugarcane
India,Karnataka,86,68,75,16.11,40.68,8.38,280.87,Laterite,Sugarcane
India,West Bengal,30,12,51,24.3,45.71,6.51,165.52,Black,Sugarcane
India,Punjab,108,70,74,23.83,47.1,6.72,246.19,Black,Sugarcane
India,Andhra Pradesh,49,72,34,20.95,86.6,7.34,103.94,Alluvial,Sugarcane
India,Tamil Nadu,20,44,45,20.71,53.01,6.8,204.59,Laterite,Sugarcane
India,Telangana,100,39,45,19.91,33.69,5.6,92.57,Black,Sugarcane
India,Tamil Nadu,40,77,51,34.54,71.14,5.22,299.3,Desert,Sugarcane
India,Karnataka,74,15,18,22.79,65.36,5.08,246.3,Alluvial,Sugarcane
India,Kerala,50,78,62,20.4,37.27,7.76,143.98,Alluvial,Sugarcane
India,Kerala,35,74,30,34.57,32.03,7.04,59.84,Laterite,Sugarcane
India,Karnataka,45,48,40,28.58,51.85,6.25,270.14,Laterite,Sugarcane
India,Gujarat,28,13,60,22.74,56.94,8.37,72.64,Laterite,Sugarcane
India,Tamil Nadu,102,44,75,24.69,52.01,5.91,265.52,Desert,Sugarcane
India,Telangana,90,70,40,22.05,89.37,6.94,239.37,Laterite,Sugarcane
India,Telangana,23,32,45,25.89,34.2,7.04,147.81,Loamy,Sugarcane
India,Tamil Nadu,86,17,66,27.79,81.0,6.18,296.57,Clayey,Sugarcane
India,Rajasthan,85,50,48,17.61,36.04,6.26,144.06,Alluvial,Sugarcane
India,Rajasthan,33,37,77,30.05,66.36,6.74,50.53,Desert,Sugarcane
India,Rajasthan,120,69,50,15.89,65.21,5.58,243.85,Loamy,Sugarcane
India,Telangana,96,17,14,32.83,65.24,7.89,213.46,Desert,Sugarcane
India,Telangana,32,20,14,27.63,62.46,5.11,164.38,Loamy,Sugarcane
India,Uttar Pradesh,116,45,21,30.95,33.7,5.42,211.24,Alluvial,Sugarcane
India,Gujarat,40,10,76,25.95,55.29,5.36,256.12,Desert,Sugarcane
India,Andhra Pradesh,61,44,39,25.06,86.39,5.04,95.76,Alluvial,Sugarcane
India,Uttar Pradesh,101,52,39,32.29,80.48,5.92,49.71,Laterite,Sugarcane
India,Gujarat,22,22,42,21.04,88.85,5.45,113.24,Desert,Sugarcane
India,Karnataka,70,56,13,25.31,72.75,5.79,222.06,Laterite,Sugarcane
India,Tamil Nadu,41,14,72,19.4,72.74,6.8,127.97,Loamy,Sugarcane
India,Uttar Pradesh,33,41,15,33.81,81.38,7.85,99.48,Laterite,Sugarcane
India,West Bengal,28,23,72,22.24,82.48,6.52,44.16,Black,Sugarcane
India,Tamil Nadu,101,14,34,27.32,83.42,4.84,56.02,Desert,Sugarcane
India,West Bengal,37,30,36,22.34,70.51,6.35,67.63,Laterite,Sugarcane
India,Gujarat,55,39,44,34.16,43.46,4.65,202.06,Laterite,Sugarcane
India,Karnataka,87,20,11,18.97,59.25,5.98,149.09,Black,Sugarcane
India,Telangana,107,45,72,25.2,75.68,5.46,151.66,Black,Sugarcane
India,Uttar Pradesh,98,68,53,21.47,73.25,6.01,180.79,Black,Sugarcane
India,Telangana,94,26,29,18.18,63.6,6.83,218.34,Red,Sugarcane
India,Karnataka,73,53,18,23.81,55.54,4.68,187.53,Clayey,Sugarcane
India,Kerala,88,70,52,18.45,65.07,4.85,165.2,Laterite,Sugarcane
India,Kerala,116,70,60,20.93,45.11,6.34,55.68,Red,Sugarcane
India,Gujarat,98,48,22,19.0,74.24,8.18,268.9,Red,Sugarcane
India,West Bengal,32,40,78,19.5,34.9,4.82,194.21,Clayey,Sugarcane
India,Andhra Pradesh,110,23,35,16.28,83.02,4.94,127.2,Black,Sugarcane
India,Andhra Pradesh,38,49,80,26.53,75.82,7.21,298.57,Clayey,Sugarcane
India,Haryana,58,69,73,28.12,41.81,5.39,226.39,Red,Sugarcane
India,Telangana,85,25,41,25.43,73.4,6.56,126.96,Laterite,Sugarcane
India,West Bengal,108,67,56,22.3,61.78,4.91,198.41,Loamy,Sugarcane
India,Uttar Pradesh,103,57,18,27.62,49.75,4.83,143.84,Alluvial,Sugarcane
India,Kerala,71,65,13,26.16,51.94,8.06,248.17,Red,Sugarcane
India,Uttar Pradesh,85,51,65,17.64,59.81,5.42,98.21,Clayey,Sugarcane
India,Maharashtra,38,16,18,18.85,31.98,7.34,182.89,Red,Sugarcane
India,Kerala,99,26,25,29.23,50.85,7.23,130.35,Laterite,Sugarcane
India,Kerala,58,19,63,20.37,78.58,6.29,296.74,Black,Sugarcane
India,Rajasthan,40,33,54,30.51,30.3,7.07,111.96,Loamy,Sugarcane
India,Haryana,103,17,53,21.97,89.91,6.04,154.76,Black,Sugarcane
India,Rajasthan,108,36,45,21.77,74.9,7.93,237.61,Desert,Sugarcane
India,Gujarat,68,34,78,21.19,39.09,7.95,195.65,Red,Sugarcane
India,West Bengal,112,37,39,28.65,84.28,5.23,145.58,Red,Sugarcane
India,Punjab,24,28,78,30.39,89.99,4.61,140.77,Clayey,Sugarcane
India,Uttar Pradesh,65,71,65,30.23,56.32,8.38,222.6,Laterite,Sugarcane
India,Maharashtra,86,17,60,15.03,66.35,6.28,168.3,Clayey,Sugarcane
India,Maharashtra,38,31,59,19.8,71.68,6.65,59.62,Black,Sugarcane
India,Uttar Pradesh,86,30,35,21.73,87.18,7.25,237.33,Red,Sugarcane
India,West Bengal,48,77,50,29.71,67.0,6.12,288.04,Red,Sugarcane
India,Maharashtra,40,10,13,21.7,62.67,8.49,273.71,Desert,Sugarcane
India,Rajasthan,104,11,67,18.36,88.23,5.92,212.93,Alluvial,Sugarcane
India,West Bengal,79,74,34,34.21,36.32,5.57,140.61,Loamy,Sugarcane
India,Uttar Pradesh,61,71,25,24.57,85.92,4.87,227.69,Black,Sugarcane
India,Gujarat,114,44,60,15.3,55.94,5.74,188.04,Laterite,Sugarcane
India,Rajasthan,106,32,20,32.45,65.15,5.18,50.43,Clayey,Sugarcane
India,West Bengal,20,32,28,27.45,42.53,4.84,160.7,Black,Sugarcane
India,Karnataka,47,31,30,29.33,79.35,8.23,295.95,Black,Sugarcane
India,Haryana,34,65,44,31.39,30.27,6.16,213.06,Red,Sugarcane
India,Punjab,33,35,78,18.62,61.87,7.62,183.16,Desert,Sugarcane
India,Karnataka,24,58,30,23.36,81.76,5.64,86.81,Black,Sugarcane
India,Haryana,105,66,34,23.02,36.11,8.07,124.52,Clayey,Sugarcane
India,Karnataka,30,53,20,32.52,37.22,6.39,170.24,Alluvial,Sugarcane
India,Telangana,34,80,47,32.69,36.49,6.29,183.88,Laterite,Sugarcane
India,Maharashtra,87,77,17,27.01,76.58,8.29,116.08,Black,Sugarcane
India,Karnataka,42,41,14,22.69,35.87,4.65,149.63,Loamy,Sugarcane
India,West Bengal,49,69,65,34.22,83.61,7.86,163.12,Red,Sugarcane
India,Tamil Nadu,49,74,72,29.66,32.77,6.9,195.31,Black,Sugarcane
India,Andhra Pradesh,59,61,57,33.29,30.26,5.4,297.7,Desert,Sugarcane
India,Haryana,57,60,33,29.11,63.21,5.85,277.13,Clayey,Sugarcane
India,Uttar Pradesh,78,75,24,20.84,58.35,7.43,281.06,Black,Sugarcane
India,West Bengal,76,61,52,20.17,44.07,5.0,216.76,Red,Sugarcane
India,Punjab,88,50,71,28.37,56.73,5.9,204.38,Desert,Sugarcane
India,Maharashtra,51,44,59,33.7,68.95,5.52,233.39,Desert,Sugarcane
India,West Bengal,99,38,72,20.08,30.12,5.72,122.16,Alluvial,Sugarcane
India,Punjab,59,19,20,27.06,45.55,5.6,192.43,Desert,Sugarcane
India,Rajasthan,95,61,41,20.95,49.63,8.21,70.76,Desert,Sugarcane
India,Kerala,70,13,51,25.31,80.08,4.87,269.29,Desert,Sugarcane
India,Kerala,114,67,16,26.7,72.71,6.27,174.69,Desert,Sugarcane
India,Andhra Pradesh,28,19,58,24.63,43.41,7.18,44.97,Red,Sugarcane
India,Tamil Nadu,69,62,30,22.56,60.09,5.38,283.11,Laterite,Turmeric
India,Uttar Pradesh,115,33,47,19.5,73.35,7.65,128.8,Black,Turmeric
India,Andhra Pradesh,42,71,41,30.52,82.39,5.16,202.06,Clayey,Turmeric
India,Tamil Nadu,84,75,30,26.01,56.4,5.74,209.92,Red,Turmeric
India,Haryana,95,25,33,31.18,51.72,8.5,217.11,Black,Turmeric
India,Tamil Nadu,49,73,36,27.71,88.94,5.52,253.78,Laterite,Turmeric
India,Tamil Nadu,73,41,62,32.46,57.79,6.04,135.16,Laterite,Turmeric
India,Haryana,108,30,47,30.51,70.3,5.1,54.59,Clayey,Turmeric
India,Kerala,103,52,44,22.31,69.59,7.0,123.45,Desert,Turmeric
India,West Bengal,46,57,65,16.99,54.26,4.76,174.02,Loamy,Turmeric
India,Maharashtra,59,66,78,17.8,45.88,5.35,149.23,Black,Turmeric
India,Punjab,36,75,14,16.88,65.35,6.39,54.33,Loamy,Turmeric
India,West Bengal,60,73,33,25.36,89.71,6.94,231.47,Clayey,Turmeric
India,Punjab,36,36,25,21.66,77.83,6.46,208.0,Laterite,Turmeric
India,Tamil Nadu,81,47,61,16.61,49.89,7.66,297.57,Desert,Turmeric
India,Telangana,106,29,46,22.65,87.5,6.31,169.17,Black,Turmeric
India,Rajasthan,35,46,33,20.77,74.61,6.96,128.2,Black,Turmeric
India,Maharashtra,59,17,21,25.03,81.53,6.69,120.89,Desert,Turmeric
India,Haryana,69,52,42,25.26,72.1,5.08,97.1,Red,Turmeric
India,Uttar Pradesh,84,12,80,32.3,53.24,5.25,82.99,Alluvial,Turmeric
India,Haryana,58,14,16,34.53,41.19,5.94,225.81,Desert,Turmeric
India,Andhra Pradesh,105,61,45,25.59,59.21,4.7,122.76,Red,Turmeric
India,Uttar Pradesh,52,24,28,33.75,86.48,7.59,213.97,Desert,Turmeric
India,Rajasthan,89,67,74,22.84,75.11,7.7,246.7,Black,Turmeric
India,Karnataka,103,59,43,21.04,66.16,5.79,43.74,Black,Turmeric
India,Telangana,107,67,21,32.14,56.28,5.43,264.2,Alluvial,Turmeric
India,Maharashtra,42,12,75,32.49,50.86,7.86,221.47,Laterite,Turmeric
India,Telangana,92,28,64,18.56,30.64,5.91,189.93,Black,Turmeric
India,Karnataka,85,10,77,17.22,67.66,5.8,98.39,Desert,Turmeric
India,Telangana,47,43,65,23.07,43.35,6.99,237.52,Alluvial,Turmeric
India,Punjab,86,21,77,15.57,79.05,4.67,124.32,Desert,Turmeric
India,Telangana,112,57,33,20.59,71.74,8.47,161.97,Alluvial,Turmeric
India,Karnataka,109,27,26,15.15,82.25,6.57,256.08,Loamy,Turmeric
India,Punjab,97,29,57,21.73,56.85,8.18,281.04,Loamy,Turmeric
India,Andhra Pradesh,105,37,18,15.41,76.15,7.95,295.26,Alluvial,Turmeric
India,West Bengal,48,46,30,33.84,36.25,6.11,47.95,Red,Turmeric
India,Gujarat,23,35,16,17.88,70.42,7.86,204.37,Red,Turmeric
India,Telangana,98,19,63,15.87,39.77,5.22,164.47,Desert,Turmeric
India,Gujarat,83,10,74,32.43,48.71,4.69,73.66,Alluvial,Turmeric
India,West Bengal,120,31,33,19.16,33.68,5.11,178.02,Clayey,Turmeric
India,Uttar Pradesh,100,27,55,17.52,60.73,5.52,286.29,Red,Turmeric
India,Uttar Pradesh,97,67,50,32.44,60.81,6.99,295.58,Desert,Turmeric
India,Gujarat,85,70,46,25.24,77.88,6.29,53.52,Clayey,Turmeric
India,Andhra Pradesh,116,27,27,31.17,65.66,5.01,130.66,Desert,Turmeric
India,Uttar Pradesh,92,57,30,18.23,68.81,7.73,288.42,Desert,Turmeric
India,Andhra Pradesh,26,49,14,29.42,73.61,5.05,131.42,Black,Turmeric
India,West Bengal,111,18,55,26.11,85.73,6.3,278.03,Desert,Turmeric
India,Karnataka,109,77,24,31.97,87.31,5.53,256.76,Loamy,Turmeric
India,Gujarat,62,66,50,19.79,42.0,6.2,238.32,Laterite,Turmeric
India,West Bengal,39,26,67,28.84,71.53,6.8,92.78,Black,Turmeric
India,Punjab,30,68,72,29.92,53.38,4.53,244.33,Desert,Turmeric
India,Karnataka,84,55,17,24.3,38.28,6.92,213.22,Loamy,Turmeric
India,Rajasthan,69,13,29,23.05,43.82,5.71,64.47,Black,Turmeric
India,Uttar Pradesh,87,40,11,19.76,71.09,6.9,206.69,Red,Turmeric
India,Gujarat,21,78,65,19.09,64.19,8.1,252.53,Laterite,Turmeric
India,Kerala,57,10,14,20.4,77.57,4.99,233.3,Clayey,Turmeric
India,Uttar Pradesh,38,80,58,31.71,32.96,7.46,235.53,Loamy,Turmeric
India,Punjab,92,45,28,29.23,77.61,6.34,272.24,Red,Turmeric
India,Andhra Pradesh,90,10,25,17.05,44.51,5.48,118.54,Black,Turmeric
India,Telangana,109,47,29,19.47,86.84,6.99,189.68,Black,Turmeric
India,West Bengal,23,17,23,20.85,41.91,7.27,181.83,Loamy,Turmeric
India,Rajasthan,55,43,21,18.36,71.98,5.7,138.42,Red,Turmeric
India,Maharashtra,91,72,31,28.6,51.01,5.06,69.49,Red,Turmeric
India,Karnataka,77,44,24,18.43,61.48,5.86,137.56,Red,Turmeric
India,Andhra Pradesh,105,76,16,28.24,53.3,7.01,55.08,Desert,Turmeric
India,Karnataka,22,37,52,20.75,45.84,7.33,189.56,Red,Turmeric
India,Gujarat,75,56,69,29.74,70.03,5.64,103.89,Laterite,Turmeric
India,Telangana,60,44,50,25.58,48.64,4.77,218.18,Desert,Turmeric
India,Punjab,45,10,39,19.17,73.98,7.57,63.7,Alluvial,Turmeric
India,Telangana,42,54,68,25.09,74.61,4.89,145.7,Alluvial,Turmeric
India,Telangana,20,78,76,21.72,49.16,4.95,140.82,Clayey,Turmeric
India,Telangana,107,49,14,20.74,77.04,6.46,126.12,Clayey,Turmeric
India,West Bengal,98,60,43,26.35,31.89,5.15,231.33,Loamy,Turmeric
India,Gujarat,50,54,26,20.94,34.49,6.62,200.67,Red,Turmeric
India,Gujarat,56,79,44,18.13,41.12,4.82,58.71,Clayey,Turmeric
India,Maharashtra,118,55,75,25.72,83.78,8.03,181.45,Black,Turmeric
India,Gujarat,35,80,23,18.11,36.03,5.41,135.85,Black,Turmeric
India,Maharashtra,103,71,50,18.29,67.59,8.23,279.49,Desert,Turmeric
India,West Bengal,95,57,68,29.08,69.36,5.82,72.34,Desert,Turmeric
India,Maharashtra,52,74,40,17.64,67.63,5.97,235.19,Desert,Turmeric
India,Tamil Nadu,56,13,23,30.27,47.74,6.88,189.4,Alluvial,Turmeric
India,Rajasthan,93,22,29,26.33,59.08,4.58,60.79,Red,Turmeric
India,Punjab,112,11,25,34.11,51.43,6.57,177.01,Clayey,Turmeric
India,Uttar Pradesh,103,62,50,26.64,66.87,7.83,68.0,Clayey,Turmeric
India,Haryana,38,41,28,30.96,66.0,6.92,79.79,Clayey,Turmeric
India,Kerala,32,69,77,32.75,57.45,6.63,58.09,Red,Turmeric
India,Karnataka,89,78,53,28.67,83.57,6.43,141.71,Alluvial,Turmeric
India,Tamil Nadu,79,65,76,27.71,46.75,5.48,153.6,Red,Turmeric
India,Andhra Pradesh,50,14,51,27.08,70.7,7.88,173.37,Laterite,Turmeric
India,Telangana,106,54,68,33.44,80.31,5.7,172.68,Loamy,Turmeric
India,Telangana,40,35,19,30.75,52.94,7.63,126.08,Desert,Turmeric
India,Uttar Pradesh,64,51,65,31.81,47.58,6.19,138.91,Laterite,Turmeric
India,Andhra Pradesh,46,30,40,18.41,53.8,4.9,129.38,Black,Turmeric
India,Gujarat,106,52,53,29.04,83.42,7.39,178.39,Clayey,Turmeric
India,Uttar Pradesh,99,30,42,27.76,50.08,7.33,193.11,Black,Turmeric
India,Gujarat,68,41,62,33.1,34.39,5.46,185.97,Clayey,Turmeric
India,Punjab,118,36,52,31.56,89.27,8.02,122.45,Alluvial,Turmeric
India,Maharashtra,113,55,34,34.01,36.61,6.98,52.68,Clayey,Turmeric
India,West Bengal,63,36,59,22.67,36.87,7.44,54.4,Desert,Turmeric
India,Tamil Nadu,63,39,41,20.94,31.26,5.49,143.34,Desert,Turmeric
India,Karnataka,89,30,65,26.39,80.83,7.63,160.55,Alluvial,Turmeric
India,Andhra Pradesh,21,65,25,28.5,39.64,8.31,136.96,Alluvial,Turmeric
India,Haryana,101,35,26,24.81,66.77,4.94,254.38,Laterite,Turmeric
India,Maharashtra,119,70,18,24.04,78.54,5.29,204.9,Desert,Turmeric
India,Tamil Nadu,79,11,29,20.15,33.43,8.46,86.44,Laterite,Turmeric
India,Haryana,103,66,22,23.35,42.87,5.44,192.07,Laterite,Turmeric
India,Maharashtra,26,26,39,20.12,75.83,6.41,262.65,Black,Turmeric
India,Kerala,56,15,64,19.22,86.74,5.88,145.11,Alluvial,Turmeric
India,Kerala,92,26,68,33.69,59.24,7.02,154.9,Desert,Turmeric
India,Haryana,100,44,41,22.13,73.68,4.58,273.45,Black,Turmeric
India,Punjab,77,41,60,26.37,65.61,8.23,86.03,Alluvial,Turmeric
India,Gujarat,28,38,20,23.85,80.65,6.83,291.08,Clayey,Turmeric
India,Rajasthan,115,60,76,27.75,34.99,7.16,48.29,Desert,Turmeric
India,Maharashtra,60,16,77,17.78,49.96,5.26,170.06,Clayey,Turmeric
India,Telangana,64,30,53,25.16,66.66,6.01,75.54,Desert,Turmeric
India,Punjab,49,12,46,28.8,57.21,5.28,56.06,Black,Turmeric
India,Tamil Nadu,30,12,57,24.48,72.71,5.88,271.91,Desert,Turmeric
India,Haryana,77,61,42,30.81,34.88,5.14,131.38,Alluvial,Turmeric
India,Maharashtra,83,16,66,17.78,45.38,6.31,230.77,Alluvial,Turmeric
India,West Bengal,62,50,48,26.74,39.59,5.26,109.95,Black,Turmeric
India,Kerala,62,26,62,21.3,48.76,7.24,209.35,Desert,Turmeric
India,Punjab,38,21,62,16.76,32.85,6.72,197.43,Black,Turmeric
India,Maharashtra,46,71,44,18.46,42.73,4.79,242.95,Clayey,Turmeric
India,Andhra Pradesh,38,29,16,30.24,56.19,6.85,58.58,Alluvial,Turmeric
India,Gujarat,66,58,68,19.42,46.8,5.06,239.49,Alluvial,Turmeric
India,Uttar Pradesh,23,59,74,26.33,82.41,5.05,297.25,Laterite,Millet
India,Punjab,114,21,51,17.56,69.09,6.43,175.12,Clayey,Millet
India,Karnataka,48,55,57,30.44,70.24,6.05,87.2,Alluvial,Millet
India,Maharashtra,105,58,79,20.11,71.3,6.73,48.66,Loamy,Millet
India,Maharashtra,86,53,24,26.82,49.53,7.77,88.05,Loamy,Millet
India,Andhra Pradesh,27,11,50,15.8,51.98,7.22,292.42,Red,Millet
India,Punjab,23,41,24,16.09,38.15,5.04,252.65,Black,Millet
India,Haryana,81,54,55,34.34,53.58,4.93,208.17,Loamy,Millet
India,Rajasthan,36,75,62,34.83,89.29,7.11,95.51,Alluvial,Millet
India,Rajasthan,38,15,43,16.72,71.54,5.85,122.85,Alluvial,Millet
India,Karnataka,99,46,61,17.95,54.98,8.4,288.6,Loamy,Millet
India,Telangana,108,79,61,30.88,35.38,8.04,88.37,Clayey,Millet
India,Karnataka,109,58,15,18.24,42.78,5.17,104.72,Desert,Millet
India,West Bengal,49,36,57,28.19,82.9,4.95,252.98,Loamy,Millet
India,Karnataka,40,74,66,15.29,48.53,8.27,59.45,Desert,Millet
India,Haryana,53,16,65,31.19,30.23,7.04,67.57,Clayey,Millet
India,West Bengal,64,30,46,22.15,69.97,4.61,297.83,Red,Millet
India,Kerala,60,23,38,25.42,67.42,6.31,144.43,Black,Millet
India,Tamil Nadu,101,49,51,19.79,59.31,7.82,132.06,Black,Millet
India,Kerala,120,68,67,23.2,30.48,4.69,119.63,Loamy,Millet
India,Karnataka,28,17,69,30.94,54.77,6.14,80.21,Red,Millet
India,Gujarat,29,51,72,34.24,55.53,5.49,276.02,Laterite,Millet
India,Maharashtra,60,29,29,30.55,74.28,7.46,93.32,Laterite,Millet
India,Punjab,73,20,35,18.28,75.1,8.32,221.77,Clayey,Millet
India,West Bengal,47,73,19,31.57,71.25,6.95,286.07,Desert,Millet
India,Andhra Pradesh,93,66,70,29.03,31.77,6.32,144.37,Desert,Millet
India,Punjab,81,62,44,17.96,70.34,7.09,230.48,Alluvial,Millet
India,Uttar Pradesh,86,12,46,15.81,52.38,5.03,272.63,Loamy,Millet
India,Maharashtra,117,62,54,32.9,71.69,7.29,134.38,Loamy,Millet
India,Uttar Pradesh,27,32,56,24.24,35.03,6.38,188.87,Red,Millet
India,Tamil Nadu,49,65,67,24.3,37.01,6.36,66.32,Desert,Millet
India,Tamil Nadu,50,46,54,16.24,74.36,6.58,141.76,Loamy,Millet
India,Telangana,114,10,74,24.41,60.3,7.02,60.25,Clayey,Millet
India,Tamil Nadu,32,33,52,30.73,44.28,7.66,174.42,Desert,Millet
India,Gujarat,65,31,80,32.32,70.77,6.68,90.0,Clayey,Millet
India,Telangana,80,37,61,31.0,69.3,6.55,218.05,Clayey,Millet
India,Gujarat,65,52,55,22.67,62.01,6.25,159.21,Loamy,Millet
India,Telangana,118,57,18,28.02,54.04,6.29,294.93,Loamy,Millet
India,Kerala,89,56,13,25.94,60.21,8.2,64.28,Desert,Millet
India,Tamil Nadu,26,57,74,32.85,77.79,5.66,167.19,Red,Millet
India,Gujarat,85,43,24,20.86,73.21,5.61,113.69,Alluvial,Millet
India,Uttar Pradesh,73,40,79,29.11,76.48,7.82,100.35,Clayey,Millet
India,Uttar Pradesh,62,62,70,19.92,58.54,7.89,47.6,Alluvial,Millet
India,Telangana,21,72,49,18.71,70.83,5.62,151.99,Desert,Millet
India,Karnataka,56,45,38,28.75,84.84,7.26,254.27,Loamy,Millet
India,Karnataka,57,39,33,32.62,69.16,7.89,265.56,Loamy,Millet
India,West Bengal,108,73,15,17.59,63.02,7.36,236.49,Loamy,Millet
India,West Bengal,55,33,47,23.68,40.03,5.56,83.79,Black,Millet
India,Gujarat,53,78,70,22.68,30.84,8.06,198.77,Desert,Millet
India,Kerala,26,23,80,29.31,49.19,6.07,223.98,Loamy,Millet
India,Telangana,22,44,33,28.88,39.62,6.93,283.61,Alluvial,Millet
India,Andhra Pradesh,114,33,17,32.26,74.2,6.12,48.01,Clayey,Millet
India,Maharashtra,72,31,33,31.42,32.54,5.95,105.39,Desert,Millet
India,Maharashtra,54,19,14,32.44,40.48,5.52,170.54,Loamy,Millet
India,Andhra Pradesh,26,38,40,23.41,32.79,7.15,159.23,Clayey,Millet
India,Telangana,105,49,14,21.77,44.96,5.75,113.26,Clayey,Millet
India,Uttar Pradesh,31,29,76,31.46,63.56,7.72,68.68,Loamy,Millet
India,Uttar Pradesh,98,21,23,33.88,67.21,5.52,143.79,Laterite,Millet
India,Uttar Pradesh,20,48,18,28.65,46.08,8.32,70.67,Black,Millet
India,Rajasthan,106,42,67,22.51,52.33,6.19,56.21,Alluvial,Millet
India,Telangana,70,29,66,28.68,38.83,7.93,276.48,Desert,Millet
India,Andhra Pradesh,40,56,32,30.02,56.11,6.57,174.85,Black,Millet
India,Maharashtra,101,26,78,19.57,80.92,6.04,267.59,Loamy,Millet
India,Karnataka,88,72,13,15.76,34.19,6.81,87.08,Desert,Millet
India,Tamil Nadu,93,28,23,23.99,80.52,7.97,256.26,Laterite,Millet
India,West Bengal,78,48,64,32.06,40.23,5.75,234.63,Clayey,Millet
India,Tamil Nadu,53,52,46,15.19,32.93,7.31,248.15,Clayey,Millet
India,Maharashtra,104,34,38,34.33,81.28,6.95,260.06,Alluvial,Millet
India,Kerala,55,40,44,33.71,58.93,5.04,117.12,Alluvial,Millet
India,Uttar Pradesh,95,31,25,32.44,48.23,6.06,165.15,Loamy,Millet
India,Tamil Nadu,98,13,57,29.98,38.43,7.93,152.83,Alluvial,Millet
India,Andhra Pradesh,30,22,27,22.48,88.78,7.83,212.23,Clayey,Millet
India,Uttar Pradesh,94,50,77,26.41,83.92,7.48,274.0,Desert,Millet
India,Karnataka,88,36,75,16.24,42.14,7.38,261.92,Desert,Millet
India,Karnataka,35,37,51,32.24,43.53,6.98,114.0,Red,Millet
India,Kerala,23,35,69,19.05,84.37,4.69,70.75,Red,Millet
India,Tamil Nadu,70,17,71,28.2,62.63,5.97,263.74,Red,Millet
India,Gujarat,29,73,72,22.03,40.97,6.08,223.37,Clayey,Millet
India,Rajasthan,65,67,54,30.42,81.87,7.38,118.04,Loamy,Millet
India,Tamil Nadu,103,28,40,25.16,46.34,5.81,111.64,Clayey,Millet
India,Maharashtra,119,60,40,16.0,40.27,7.51,230.55,Red,Millet
India,Tamil Nadu,83,23,15,18.32,38.77,4.72,67.62,Red,Millet
India,West Bengal,30,52,70,17.84,79.03,5.21,184.7,Black,Millet
India,West Bengal,80,25,64,25.68,45.96,6.19,43.87,Desert,Millet
India,Maharashtra,64,67,30,31.15,70.44,7.78,206.23,Black,Millet
India,Uttar Pradesh,85,69,53,15.82,37.89,7.99,291.47,Clayey,Millet
India,Haryana,66,29,23,15.1,44.33,5.01,242.36,Black,Millet
India,Punjab,54,29,21,21.01,55.1,5.26,88.44,Clayey,Millet
India,Tamil Nadu,22,15,48,28.93,84.78,6.08,283.88,Alluvial,Millet
India,Karnataka,52,60,72,23.4,40.04,6.1,239.11,Clayey,Millet
India,Gujarat,100,19,64,26.71,38.76,5.11,72.96,Red,Millet
India,Gujarat,20,33,71,15.49,81.49,7.56,72.56,Clayey,Millet
India,Maharashtra,118,37,46,21.82,81.69,5.27,111.83,Clayey,Millet
India,Rajasthan,105,60,16,17.21,63.81,5.84,50.13,Desert,Millet
India,Punjab,63,21,70,26.32,74.66,8.31,258.66,Desert,Millet
India,Tamil Nadu,41,53,46,32.82,80.74,5.76,292.47,Black,Millet
India,West Bengal,94,15,38,32.15,80.52,7.31,254.36,Loamy,Millet
India,Andhra Pradesh,75,12,29,17.69,69.01,7.18,279.36,Clayey,Millet
India,Gujarat,40,19,42,26.78,40.39,6.38,196.16,Loamy,Millet
India,Punjab,78,20,34,32.94,40.97,8.2,194.05,Red,Millet
India,Andhra Pradesh,60,22,74,25.35,33.11,4.64,268.74,Alluvial,Millet
India,West Bengal,29,25,65,29.59,84.14,6.09,60.3,Red,Millet
India,Punjab,48,64,45,30.49,50.89,7.33,53.26,Black,Millet
India,Kerala,97,63,25,17.8,49.25,4.68,236.2,Laterite,Millet
India,Tamil Nadu,94,29,42,15.64,83.05,6.45,230.21,Clayey,Millet
India,Kerala,33,65,47,16.64,37.17,5.11,115.54,Clayey,Millet
India,Karnataka,28,11,72,33.08,36.1,6.93,106.82,Loamy,Millet
India,Uttar Pradesh,107,26,20,24.42,40.27,5.31,219.64,Red,Millet
India,Haryana,85,56,51,33.35,47.1,8.36,251.13,Black,Millet
India,Rajasthan,102,26,22,28.03,49.13,5.21,139.81,Black,Millet
India,Rajasthan,117,11,51,34.69,64.67,6.6,231.4,Desert,Millet
India,Maharashtra,26,17,36,19.14,50.67,7.98,110.35,Alluvial,Millet
India,Karnataka,117,47,13,15.39,67.84,7.09,139.24,Clayey,Millet
India,Punjab,102,50,70,25.9,45.1,8.09,44.79,Black,Millet
India,West Bengal,106,48,75,20.8,30.56,5.15,214.51,Loamy,Millet
